Year,Municipality,Crop,Variety,Farms,Acres,Yield/Acre,t,i
1996,DAUPHIN,FLAX,947 (LINOLA 947),6,713,0.492,1,14
1996,DAUPHIN,GRASSES,COMMON (TIM & BROMGRS)(DELETED),4,505,1.144,1,14
1996,DAUPHIN,GRASSES,COMMON (TIMOTHY)(DELETED),5,727,1.003,1,14
1996,DAUPHIN,OATS,ROBERT,99,13856,1.316,1,14
1996,DAUPHIN,PRAIRIE SPRING WHEAT,AC TABER (HY380),17,3631,1.357,1,14
1996,DAUPHIN,PRAIRIE SPRING WHEAT,OSLO,4,580,1.388,1,14
1996,DAUPHIN,RED SPRING WHEAT,AC BARRIE (BW 661),6,639,1.376,1,14
1996,DAUPHIN,RED SPRING WHEAT,AC DOMAIN (BW 148),74,16604,1.092,1,14
1996,DAUPHIN,RED SPRING WHEAT,AC MINTO (BW 120),9,2487,0.977,1,14
1996,DAUPHIN,RED SPRING WHEAT,CDC TEAL (BW 616),51,14363,1.104,1,14
1996,DAUPHIN,RED SPRING WHEAT,COLUMBUS,4,564,1.103,1,14
1996,DAUPHIN,RED SPRING WHEAT,KATEPWA,19,4925,0.99,1,14
1996,DAUPHIN,RED SPRING WHEAT,ROBLIN,27,5209,0.946,1,14
1996,DELORAINE-WINCHESTER,ALFALFA,ALGONQUIN,12,1142,2.113,1,15
1996,DELORAINE-WINCHESTER,ARGENTINE CANOLA,EBONY <MONSANTO> |PR 2610|,5,532,0.732,1,15
1996,DELORAINE-WINCHESTER,ARGENTINE CANOLA,INNOVATOR (HCN 92) (LT),6,993,0.628,1,15
1996,DELORAINE-WINCHESTER,ARGENTINE CANOLA,QUANTUM (91-21864 NA),33,5620,0.626,1,15
1996,DELORAINE-WINCHESTER,BARLEY,BEDFORD,17,1802,1.28,1,15
1996,DELORAINE-WINCHESTER,BARLEY,EXCEL (M52),25,3753,1.493,1,15
1996,DELORAINE-WINCHESTER,BARLEY,MANLEY (TR 490),5,552,0.731,1,15
1996,DELORAINE-WINCHESTER,BARLEY,ROBUST,21,2878,1.3,1,15
1996,DELORAINE-WINCHESTER,BARLEY,STANDER,5,1361,1.326,1,15
1996,DELORAINE-WINCHESTER,DURUM WHEAT,KYLE,4,2576,0.999,1,15
1996,DELORAINE-WINCHESTER,DURUM WHEAT,MEDORA,9,2218,0.986,1,15
1996,DELORAINE-WINCHESTER,DURUM WHEAT,PLENTY (DT 606),27,4925,1.043,1,15
1996,DELORAINE-WINCHESTER,DURUM WHEAT,SCEPTRE,6,1840,1.049,1,15
1996,DELORAINE-WINCHESTER,FIELD PEAS,GRANDE (SVC40143),6,687,0.777,1,15
1996,DELORAINE-WINCHESTER,FLAX,FLANDERS (FP 859),10,1615,0.539,1,15
1996,DELORAINE-WINCHESTER,FLAX,NORLIN,11,1146,0.583,1,15
1996,DELORAINE-WINCHESTER,OATS,ROBERT,22,2035,1.032,1,15
1996,DELORAINE-WINCHESTER,PRAIRIE SPRING WHEAT,AC TABER (HY380),17,4156,1.041,1,15
1996,DELORAINE-WINCHESTER,RED SPRING WHEAT,AC DOMAIN (BW 148),7,1326,1.061,1,15
1996,DELORAINE-WINCHESTER,RED SPRING WHEAT,CDC TEAL (BW 616),76,26435,0.989,1,15
1996,DELORAINE-WINCHESTER,RED SPRING WHEAT,COLUMBUS,22,4615,0.838,1,15
1996,DELORAINE-WINCHESTER,RED SPRING WHEAT,INVADER(BW 158),5,675,0.771,1,15
1996,DELORAINE-WINCHESTER,RED SPRING WHEAT,KATEPWA,13,3920,0.917,1,15
1996,DELORAINE-WINCHESTER,RED SPRING WHEAT,PASQUA (BW 114),4,1372,0.868,1,15
1996,DELORAINE-WINCHESTER,RED SPRING WHEAT,ROBLIN,4,1912,0.969,1,15
1996,DESALABERRY,ARGENTINE CANOLA,CRUSHER (SV0 2406),10,1311,0.71,1,16
1996,DESALABERRY,ARGENTINE CANOLA,EBONY <MONSANTO> |PR 2610|,7,835,0.795,1,16
1996,DESALABERRY,ARGENTINE CANOLA,QUANTUM (91-21864 NA),10,973,0.772,1,16
1996,DESALABERRY,ARGENTINE CANOLA,3310 (PR3095),3,580,0.826,1,16
1996,DESALABERRY,ARGENTINE CANOLA,"401 (AV9401,HYOLA 404)",29,4326,0.791,1,16
1996,DESALABERRY,BARLEY,BEDFORD,21,3053,1.382,1,16
1996,DESALABERRY,BARLEY,MANLEY (TR 490),3,506,1.148,1,16
1996,DESALABERRY,BARLEY,ROBUST,26,3968,1.681,1,16
1996,DESALABERRY,BARLEY,STANDER,32,5340,1.655,1,16
1996,DESALABERRY,CANARYSEED,ELIAS,5,640,0.603,1,16
1996,DESALABERRY,CANARYSEED,KEET,18,2616,0.625,1,16
1996,DESALABERRY,FLAX,MCGREGOR,6,754,0.734,1,16
1996,DESALABERRY,FLAX,NORLIN,36,5442,0.638,1,16
1996,DESALABERRY,FLAX,NORMAN,6,1273,0.601,1,16
1996,DESALABERRY,FLAX,SOMME (FP 855),5,666,0.506,1,16
1996,DESALABERRY,OATS,RIEL,24,5320,1.421,1,16
1996,DESALABERRY,OATS,ROBERT,59,10539,1.265,1,16
1996,DESALABERRY,RED SPRING WHEAT,AC DOMAIN (BW 148),54,13323,1.109,1,16
1996,DESALABERRY,RED SPRING WHEAT,KATEPWA,32,8835,1.148,1,16
1996,DESALABERRY,RED SPRING WHEAT,PASQUA (BW 114),16,4636,0.942,1,16
1996,DESALABERRY,RED SPRING WHEAT,ROBLIN,10,1571,1.053,1,16
1996,DESALABERRY,SUGAR BEETS,HILLESHOG MONO 7022,4,650,15.033,1,16
1996,DUFFERIN,ARGENTINE CANOLA,CRUSHER (SV0 2406),13,752,0.79,1,17
1996,DUFFERIN,ARGENTINE CANOLA,EBONY <MONSANTO> |PR 2610|,7,748,0.842,1,17
1996,DUFFERIN,ARGENTINE CANOLA,GLOBAL,13,1819,0.743,1,17
1996,DUFFERIN,ARGENTINE CANOLA,QUANTUM (91-21864 NA),17,1328,0.776,1,17
1996,DUFFERIN,ARGENTINE CANOLA,"401 (AV9401,HYOLA 404)",49,9403,0.841,1,17
1996,DUFFERIN,BARLEY,BEDFORD,27,2666,1.315,1,17
1996,DUFFERIN,BARLEY,EXCEL (M52),12,1605,1.659,1,17
1996,DUFFERIN,BARLEY,FALCON,7,672,1.478,1,17
1996,DUFFERIN,BARLEY,ROBUST,20,1738,1.539,1,17
1996,DUFFERIN,BARLEY,STANDER,29,4898,1.753,1,17
1996,DUFFERIN,BUCKWHEAT,MANOR,11,513,0.326,1,17
1996,DUFFERIN,CANARYSEED,ELIAS,7,859,0.572,1,17
1996,DUFFERIN,EXTRA STRONG WHEAT,GLENLEA,32,5014,1.046,1,17
1996,DUFFERIN,FALL RYE,PRIMA,8,1369,1.026,1,17
1996,DUFFERIN,FLAX,FLANDERS (FP 859),14,1760,0.503,1,17
1996,DUFFERIN,FLAX,NORLIN,14,1671,0.497,1,17
1996,DUFFERIN,FLAX,NORMAN,11,1311,0.492,1,17
1996,DUFFERIN,FLAX,947 (LINOLA 947),7,785,0.474,1,17
1996,DUFFERIN,GRAIN CORN,PICKSEED 2290,4,650,1.353,1,17
1996,DUFFERIN,GRAIN CORN,PIONEER 3984 (X0752A),39,5124,2.39,1,17
1996,DUFFERIN,GRAIN CORN,PRIDE K101,13,1247,2.131,1,17
1996,DUFFERIN,GRAIN CORN,P3979 <PIONEER>,35,5267,2.289,1,17
1996,DUFFERIN,NON-OIL SUNFLOWERS,PIONEER D-131,7,830,0.91,1,17
1996,DUFFERIN,NON-OIL SUNFLOWERS,PIONEER D-151,5,576,0.866,1,17
1996,DUFFERIN,NON-OIL SUNFLOWERS,6946 <SEEDS2000>,15,1628,0.775,1,17
1996,DUFFERIN,OATS,AC PREAKNESS (OT262),5,555,1.539,1,17
1996,DUFFERIN,OATS,RIEL,83,13767,1.245,1,17
1996,DUFFERIN,OATS,ROBERT,30,3324,0.963,1,17
1996,DUFFERIN,PINTO BEANS,OTHELLO,16,2065,0.499,1,17
1996,DUFFERIN,PINTO BEANS,TOPAZ,13,1125,0.514,1,17
1996,DUFFERIN,POLISH CANOLA,HYSYN 110,10,1480,0.32,1,17
1996,DUFFERIN,PRAIRIE SPRING WHEAT,BIGGAR (HY 368),3,870,1.172,1,17
1996,DUFFERIN,PROC POTATOES-DRYLND,RUSSET BURBANK (GEMS),3,930,12.574,1,17
1996,DUFFERIN,PROC POTATOES-IRRIG,RUSSET BURBANK (GEMS),3,1296,12.915,1,17
1996,DUFFERIN,RED SPRING WHEAT,AC CORA (BW 152),17,1707,1.309,1,17
1996,DUFFERIN,RED SPRING WHEAT,AC DOMAIN (BW 148),79,18212,1.132,1,17
1996,DUFFERIN,RED SPRING WHEAT,KATEPWA,46,8964,1.191,1,17
1996,DUFFERIN,RED SPRING WHEAT,ROBLIN,16,2701,0.909,1,17
1996,DUFFERIN,WHITE PEA BEANS,ENVOY,10,926,0.742,1,17
1996,DUFFERIN,WHITE PEA BEANS,MITCHELL,20,3116,0.638,1,17
1996,DUFFERIN,WINTER WHEAT,CDC KESTREL (W202),4,598,1.75,1,17
1996,ELLICE-ARCHIE,ALFALFA/GRASS MIX.,NO VAR (ALF & MEADOW BROME),3,730,0.864,1,19
1996,ELLICE-ARCHIE,ALFALFA/GRASS MIX.,NO VAR (ALFALFA & BROME),12,784,1.569,1,19
1996,ELLICE-ARCHIE,ARGENTINE CANOLA,AC EXCEL(ACS-N1),7,925,0.536,1,19
1996,ELLICE-ARCHIE,ARGENTINE CANOLA,CRUSHER (SV0 2406),6,1132,0.564,1,19
1996,ELLICE-ARCHIE,ARGENTINE CANOLA,EBONY <MONSANTO> |PR 2610|,3,545,0.667,1,19
1996,ELLICE-ARCHIE,ARGENTINE CANOLA,JEWEL (PR 2613),4,557,0.806,1,19
1996,ELLICE-ARCHIE,ARGENTINE CANOLA,QUANTUM (91-21864 NA),21,2249,0.645,1,19
1996,ELLICE-ARCHIE,ARGENTINE CANOLA,"401 (AV9401,HYOLA 404)",6,1262,0.772,1,19
1996,ELLICE-ARCHIE,BARLEY,AC OXBOW (TR226),5,559,1.226,1,19
1996,ELLICE-ARCHIE,BARLEY,ARGYLE,7,614,1.433,1,19
1996,ELLICE-ARCHIE,BARLEY,BEDFORD,4,650,1.275,1,19
1996,ELLICE-ARCHIE,BARLEY,CDC BUCK,3,760,0.995,1,19
1996,ELLICE-ARCHIE,BARLEY,HARRINGTON,6,1607,1.126,1,19
1996,ELLICE-ARCHIE,BARLEY,MANLEY (TR 490),32,5231,1.111,1,19
1996,ELLICE-ARCHIE,BARLEY,ROBUST,4,531,1.29,1,19
1996,ELLICE-ARCHIE,EXTRA STRONG WHEAT,GLENLEA,10,1841,1.043,1,19
1996,ELLICE-ARCHIE,FIELD PEAS,DANTO,8,1054,0.975,1,19
1996,ELLICE-ARCHIE,FLAX,NORLIN,3,620,0.414,1,19
1996,ELLICE-ARCHIE,FLAX,SOMME (FP 855),6,579,0.629,1,19
1996,ELLICE-ARCHIE,OATS,DUMONT,39,4880,1.034,1,19
1996,ELLICE-ARCHIE,OATS,ROBERT,8,948,1.098,1,19
1996,ELLICE-ARCHIE,PRAIRIE SPRING WHEAT,AC KARMA (HY 395),5,686,1.305,1,19
1996,ELLICE-ARCHIE,PRAIRIE SPRING WHEAT,AC TABER (HY380),11,4158,0.849,1,19
1996,ELLICE-ARCHIE,PRAIRIE SPRING WHEAT,BIGGAR (HY 368),7,800,1.128,1,19
1996,ELLICE-ARCHIE,PRAIRIE SPRING WHEAT,GENESIS (HY 355),3,1130,1.145,1,19
1996,ELLICE-ARCHIE,RED SPRING WHEAT,AC DOMAIN (BW 148),10,2346,1.049,1,19
1996,ELLICE-ARCHIE,RED SPRING WHEAT,CDC TEAL (BW 616),46,13605,0.884,1,19
1996,ELLICE-ARCHIE,RED SPRING WHEAT,INVADER(BW 158),4,777,0.925,1,19
1996,ELLICE-ARCHIE,RED SPRING WHEAT,KATEPWA,14,4344,0.971,1,19
1996,ELLICE-ARCHIE,RED SPRING WHEAT,ROBLIN,13,2559,0.83,1,19
1996,ELTON,ALFALFA/GRASS MIX.,NO VAR (ALFALFA & BROME),8,556,1.703,1,20
1996,ELTON,ARGENTINE CANOLA,CORONET (SWO2502),12,1336,0.726,1,20
1996,ELTON,ARGENTINE CANOLA,EBONY <MONSANTO> |PR 2610|,7,828,0.699,1,20
1996,ELTON,ARGENTINE CANOLA,INNOVATOR (HCN 92) (LT),12,1793,0.711,1,20
1996,ELTON,ARGENTINE CANOLA,LEGACY (SVO 2411),4,503,0.661,1,20
1996,ELTON,ARGENTINE CANOLA,QUANTUM (91-21864 NA),39,5229,0.703,1,20
1996,ELTON,ARGENTINE CANOLA,"401 (AV9401,HYOLA 404)",34,5825.8,0.801,1,20
1996,ELTON,ARGENTINE CANOLA,45A71 (NS1471)(ST),5,965,0.734,1,20
1996,ELTON,BARLEY,AC LACOMBE (BT 634),8,1048,1.461,1,20
1996,ELTON,BARLEY,AC OXBOW (TR226),4,774,1.477,1,20
1996,ELTON,BARLEY,BEDFORD,8,555,1.385,1,20
1996,ELTON,BARLEY,DEUCE,6,915,1.4,1,20
1996,ELTON,BARLEY,EXCEL (M52),9,1288,1.546,1,20
1996,ELTON,BARLEY,MANLEY (TR 490),13,1583,1.369,1,20
1996,ELTON,BARLEY,ROBUST,9,1773,1.292,1,20
1996,ELTON,DURUM WHEAT,SCEPTRE,22,5732.8,1.061,1,20
1996,ELTON,EXTRA STRONG WHEAT,GLENLEA,5,880,1.084,1,20
1996,ELTON,FIELD PEAS,GRANDE (SVC40143),5,862,0.919,1,20
1996,ELTON,FLAX,FLANDERS (FP 859),29,4758,0.713,1,20
1996,ELTON,FLAX,NORMAN,7,758,0.568,1,20
1996,ELTON,FLAX,SOMME (FP 855),19,2651,0.622,1,20
1996,ELTON,OATS,DUMONT,14,1105,0.959,1,20
1996,ELTON,OATS,ROBERT,7,550,1.145,1,20
1996,ELTON,PRAIRIE SPRING WHEAT,AC TABER (HY380),38,7610,1.287,1,20
1996,ELTON,RED SPRING WHEAT,AC DOMAIN (BW 148),34,8499.7,1.109,1,20
1996,ELTON,RED SPRING WHEAT,CDC TEAL (BW 616),54,13664,1.014,1,20
1996,ELTON,RED SPRING WHEAT,KATEPWA,12,1356,1.012,1,20
1996,ELTON,RED SPRING WHEAT,ROBLIN,45,10555,0.959,1,20
1996,EMERSON-FRANKLIN,ALFALFA,COMMON (DELETED),8,600,2.504,1,21
1996,EMERSON-FRANKLIN,ALFALFA/GRASS MIX.,NO VAR (ALF & TIM),6,605,1.734,1,21
1996,EMERSON-FRANKLIN,ARGENTINE CANOLA,CRUSHER (SV0 2406),3,635,0.834,1,21
1996,EMERSON-FRANKLIN,ARGENTINE CANOLA,GARRISON (AO 337),4,1195,0.759,1,21
1996,EMERSON-FRANKLIN,ARGENTINE CANOLA,QUANTUM (91-21864 NA),24,2475,0.651,1,21
1996,EMERSON-FRANKLIN,ARGENTINE CANOLA,"401 (AV9401,HYOLA 404)",24,4250,0.721,1,21
1996,EMERSON-FRANKLIN,ARGENTINE CANOLA,45A71 (NS1471)(ST),9,1675,0.582,1,21
1996,EMERSON-FRANKLIN,ARGENTINE CANOLA,46A05 (NS0705),9,2028,0.741,1,21
1996,EMERSON-FRANKLIN,BARLEY,BEDFORD,13,1659,1.416,1,21
1996,EMERSON-FRANKLIN,BARLEY,FALCON,3,503,1.37,1,21
1996,EMERSON-FRANKLIN,BARLEY,ROBUST,10,1547,1.493,1,21
1996,EMERSON-FRANKLIN,BARLEY,STANDER,36,8537,1.566,1,21
1996,EMERSON-FRANKLIN,CANARYSEED,ELIAS,11,1706,0.555,1,21
1996,EMERSON-FRANKLIN,CANARYSEED,KEET,13,2627,0.549,1,21
1996,EMERSON-FRANKLIN,FABABEANS,ALADIN,5,653,1.203,1,21
1996,EMERSON-FRANKLIN,FIELD PEAS,CARNEVAL (SVE36121),10,1387,1.031,1,21
1996,EMERSON-FRANKLIN,FIELD PEAS,CELESTE,8,675,0.826,1,21
1996,EMERSON-FRANKLIN,FLAX,AC MCDUFF,7,1177,0.62,1,21
1996,EMERSON-FRANKLIN,FLAX,NORLIN,40,9246,0.519,1,21
1996,EMERSON-FRANKLIN,FLAX,NORMAN,13,3308,0.501,1,21
1996,EMERSON-FRANKLIN,FLAX,947 (LINOLA 947),7,1553,0.589,1,21
1996,EMERSON-FRANKLIN,OATS,DUMONT,4,580,1.282,1,21
1996,EMERSON-FRANKLIN,OATS,RIEL,61,12899,1.421,1,21
1996,EMERSON-FRANKLIN,OATS,ROBERT,19,3966,1.206,1,21
1996,EMERSON-FRANKLIN,POLISH CANOLA,HYSYN 110,5,869,0.527,1,21
1996,EMERSON-FRANKLIN,PRAIRIE SPRING WHEAT,BIGGAR (HY 368),3,1498,1.175,1,21
1996,EMERSON-FRANKLIN,RED SPRING WHEAT,AC CORA (BW 152),14,1743,1.168,1,21
1996,EMERSON-FRANKLIN,RED SPRING WHEAT,AC DOMAIN (BW 148),45,11934,1.145,1,21
1996,EMERSON-FRANKLIN,RED SPRING WHEAT,KATEPWA,64,22836,1.11,1,21
1996,EMERSON-FRANKLIN,RED SPRING WHEAT,ROBLIN,18,4184,0.974,1,21
1996,ETHELBERT,ALFALFA/GRASS MIX.,NO VAR (ALF & TIM),6,645,0.955,1,22
1996,ETHELBERT,ARGENTINE CANOLA,QUANTUM (91-21864 NA),10,893,0.524,1,22
1996,ETHELBERT,BARLEY,B1602 (BT 922),4,836,1.19,1,22
1996,ETHELBERT,EXTRA STRONG WHEAT,GLENLEA,12,1672,0.819,1,22
1996,ETHELBERT,FLAX,SOMME (FP 855),4,550,0.505,1,22
1996,ETHELBERT,OATS,ROBERT,28,3067,0.89,1,22
1996,ETHELBERT,RED SPRING WHEAT,AC DOMAIN (BW 148),6,635,0.966,1,22
1996,ETHELBERT,RED SPRING WHEAT,CDC TEAL (BW 616),26,4795,0.857,1,22
1996,ETHELBERT,RED SPRING WHEAT,COLUMBUS,7,1053,0.724,1,22
1996,ETHELBERT,RED SPRING WHEAT,KATEPWA,9,1019,0.732,1,22
1996,ETHELBERT,RED SPRING WHEAT,ROBLIN,3,719,0.677,1,22
1996,FISHER,ALFALFA,COMMON (DELETED),16,1607,2.596,1,23
1996,FISHER,ALFALFA/GRASS MIX.,NO VAR (ALF BRM TIM),9,671,1.722,1,23
1996,FISHER,ARGENTINE CANOLA,QUANTUM (91-21864 NA),6,773,0.684,1,23
1996,FISHER,ARGENTINE CANOLA,"401 (AV9401,HYOLA 404)",14,2563,0.836,1,23
1996,FISHER,BARLEY,AC LACOMBE (BT 634),11,1393,1.533,1,23
1996,FISHER,BARLEY,EXCEL (M52),7,1530,1.615,1,23
1996,FISHER,BARLEY,FALCON,7,1657,1.152,1,23
1996,FISHER,BARLEY,ROBUST,17,1721,1.109,1,23
1996,FISHER,BARLEY,STANDER,11,1579,1.621,1,23
1996,FISHER,PED. ALFALFA SEED,ALGONQUIN,8,954.3,0.151,1,23
1996,FISHER,PED. TIMOTHY SEED,CLIMAX,8,585,0.09,1,23
1996,FISHER,POLISH CANOLA,HYSYN 110,19,1298,0.419,1,23
1996,FISHER,POLISH CANOLA,MAVERICK (SVO3902),10,1112,0.318,1,23
1996,FISHER,RED SPRING WHEAT,AC CORA (BW 152),6,744,1.278,1,23
1996,FISHER,RED SPRING WHEAT,AC DOMAIN (BW 148),14,4142,0.76,1,23
1996,FISHER,RED SPRING WHEAT,CDC TEAL (BW 616),23,4295,1.009,1,23
1996,FISHER,RED SPRING WHEAT,KATEPWA,5,965,1.041,1,23
1996,FISHER,RED SPRING WHEAT,ROBLIN,39,10651,1.034,1,23
1996,GILBERT PLAINS,ALFALFA,ALGONQUIN,7,807,1.534,1,24
1996,GILBERT PLAINS,ALFALFA,COMMON (DELETED),11,1250,1.944,1,24
1996,GILBERT PLAINS,ALFALFA/GRASS MIX.,NO VAR (ALFALFA & BROME),21,1597,1.638,1,24
1996,GILBERT PLAINS,ARGENTINE CANOLA,DEFENDER (AU633),6,760,0.647,1,24
1996,GILBERT PLAINS,ARGENTINE CANOLA,INNOVATOR (HCN 92) (LT),7,605,0.561,1,24
1996,GILBERT PLAINS,ARGENTINE CANOLA,QUANTUM (91-21864 NA),16,2725,0.691,1,24
1996,GILBERT PLAINS,ARGENTINE CANOLA,"401 (AV9401,HYOLA 404)",17,2935,0.756,1,24
1996,GILBERT PLAINS,ARGENTINE CANOLA,45A71 (NS1471)(ST),13,936.5,0.605,1,24
1996,GILBERT PLAINS,ARGENTINE CANOLA,46A05 (NS0705),5,796,0.701,1,24
1996,GILBERT PLAINS,BARLEY,AC LACOMBE (BT 634),5,772,1.61,1,24
1996,GILBERT PLAINS,BARLEY,AC OXBOW (TR226),9,773,1.466,1,24
1996,GILBERT PLAINS,BARLEY,BEDFORD,11,1300,1.112,1,24
1996,GILBERT PLAINS,BARLEY,BONANZA,5,714,1.458,1,24
1996,GILBERT PLAINS,BARLEY,B1602 (BT 922),9,1355,1.709,1,24
1996,GILBERT PLAINS,BARLEY,EXCEL (M52),16,2651,1.658,1,24
1996,GILBERT PLAINS,BARLEY,MANLEY (TR 490),10,1041,1.18,1,24
1996,GILBERT PLAINS,BARLEY,ROBUST,8,1375,1.499,1,24
1996,GILBERT PLAINS,BARLEY,TANKARD (BT 477),3,580,1.418,1,24
1996,GILBERT PLAINS,CANARYSEED,KEET,3,690,0.258,1,24
1996,GILBERT PLAINS,EXTRA STRONG WHEAT,GLENLEA,32,5967,1.268,1,24
1996,GILBERT PLAINS,FLAX,FLANDERS (FP 859),5,567,0.504,1,24
1996,GILBERT PLAINS,FLAX,NORLIN,10,1660,0.43,1,24
1996,GILBERT PLAINS,FLAX,SOMME (FP 855),14,2134,0.504,1,24
1996,GILBERT PLAINS,FLAX,947 (LINOLA 947),6,689,0.615,1,24
1996,GILBERT PLAINS,OATS,AC PREAKNESS (OT262),8,1112,1.273,1,24
1996,GILBERT PLAINS,OATS,DUMONT,14,1365,1.166,1,24
1996,GILBERT PLAINS,OATS,ROBERT,56,7463,1.184,1,24
1996,GILBERT PLAINS,PRAIRIE SPRING WHEAT,AC TABER (HY380),10,2102,1.544,1,24
1996,GILBERT PLAINS,RED SPRING WHEAT,AC DOMAIN (BW 148),49,8548,1.125,1,24
1996,GILBERT PLAINS,RED SPRING WHEAT,AC MINTO (BW 120),6,932,0.808,1,24
1996,GILBERT PLAINS,RED SPRING WHEAT,CDC TEAL (BW 616),63,21048,1.086,1,24
1996,GILBERT PLAINS,RED SPRING WHEAT,COLUMBUS,3,795,1.052,1,24
1996,GILBERT PLAINS,RED SPRING WHEAT,KATEPWA,38,7445,1.055,1,24
1996,GILBERT PLAINS,RED SPRING WHEAT,ROBLIN,18,2469,0.999,1,24
1996,GIMLI,ARGENTINE CANOLA,INNOVATOR (HCN 92) (LT),3,527,0.512,1,25
1996,GIMLI,OATS,ROBERT,6,767,1.228,1,25
1996,GIMLI,RED SPRING WHEAT,AC DOMAIN (BW 148),5,808,1.032,1,25
1996,GIMLI,RED SPRING WHEAT,CDC TEAL (BW 616),9,3835,1.02,1,25
1996,GLENBORO-SOUTH CYPRESS,ALFALFA,ALGONQUIN,8,625,2.119,1,26
1996,GLENBORO-SOUTH CYPRESS,ALFALFA,COMMON (DELETED),11,736,1.994,1,26
1996,GLENBORO-SOUTH CYPRESS,ARGENTINE CANOLA,CORONET (SWO2502),4,685,0.802,1,26
1996,GLENBORO-SOUTH CYPRESS,ARGENTINE CANOLA,QUANTUM (91-21864 NA),25,2538,0.674,1,26
1996,GLENBORO-SOUTH CYPRESS,BARLEY,AC LACOMBE (BT 634),14,1773,1.672,1,26
1996,GLENBORO-SOUTH CYPRESS,BARLEY,BEDFORD,12,1127,1.213,1,26
1996,GLENBORO-SOUTH CYPRESS,BARLEY,EXCEL (M52),8,916,1.737,1,26
1996,GLENBORO-SOUTH CYPRESS,BARLEY,ROBUST,20,2173,1.377,1,26
1996,GLENBORO-SOUTH CYPRESS,EXTRA STRONG WHEAT,GLENLEA,6,700,1.119,1,26
1996,GLENBORO-SOUTH CYPRESS,FALL RYE,PRIMA,9,1480,0.84,1,26
1996,GLENBORO-SOUTH CYPRESS,FLAX,FLANDERS (FP 859),32,4315,0.616,1,26
1996,GLENBORO-SOUTH CYPRESS,GRAIN CORN,P3979 <PIONEER>,3,752,1.799,1,26
1996,GLENBORO-SOUTH CYPRESS,OATS,DUMONT,6,752,0.914,1,26
1996,GLENBORO-SOUTH CYPRESS,OATS,ROBERT,37,3495,1.109,1,26
1996,GLENBORO-SOUTH CYPRESS,PROC POTATOES-DRYLND,RUSSET BURBANK (GEMS),3,620,9.756,1,26
1996,GLENBORO-SOUTH CYPRESS,PROC POTATOES-IRRIG,SHEPODY,3,677,12.596,1,26
1996,GLENBORO-SOUTH CYPRESS,RED SPRING WHEAT,AC CORA (BW 152),14,3081,1.053,1,26
1996,GLENBORO-SOUTH CYPRESS,RED SPRING WHEAT,AC DOMAIN (BW 148),21,3693,1.147,1,26
1996,GLENBORO-SOUTH CYPRESS,RED SPRING WHEAT,CDC TEAL (BW 616),41,7175,1.048,1,26
1996,GLENBORO-SOUTH CYPRESS,RED SPRING WHEAT,KATEPWA,7,1603,0.951,1,26
1996,GLENBORO-SOUTH CYPRESS,RED SPRING WHEAT,ROBLIN,6,829,0.902,1,26
1996,GLENELLA-LANSDOWNE,ALFALFA/GRASS MIX.,NO VAR (ALFALFA & BROME),17,1325,1.946,1,27
1996,GLENELLA-LANSDOWNE,ARGENTINE CANOLA,AC EXCEL(ACS-N1),9,602,0.564,1,27
1996,GLENELLA-LANSDOWNE,ARGENTINE CANOLA,EBONY <MONSANTO> |PR 2610|,3,555,0.726,1,27
1996,GLENELLA-LANSDOWNE,ARGENTINE CANOLA,JEWEL (PR 2613),10,943,0.682,1,27
1996,GLENELLA-LANSDOWNE,ARGENTINE CANOLA,QUANTUM (91-21864 NA),25,3304,0.664,1,27
1996,GLENELLA-LANSDOWNE,ARGENTINE CANOLA,"401 (AV9401,HYOLA 404)",8,1427,0.903,1,27
1996,GLENELLA-LANSDOWNE,ARGENTINE CANOLA,45A71 (NS1471)(ST),11,2038,0.775,1,27
1996,GLENELLA-LANSDOWNE,BARLEY,BEDFORD,24,3039,1.103,1,27
1996,GLENELLA-LANSDOWNE,BARLEY,CONDOR,4,1105,1.196,1,27
1996,GLENELLA-LANSDOWNE,BARLEY,EXCEL (M52),6,983,1.361,1,27
1996,GLENELLA-LANSDOWNE,BARLEY,ROBUST,25,3599,1.446,1,27
1996,GLENELLA-LANSDOWNE,EXTRA STRONG WHEAT,GLENLEA,7,1117,1.288,1,27
1996,GLENELLA-LANSDOWNE,FALL RYE,PRIMA,7,530,0.88,1,27
1996,GLENELLA-LANSDOWNE,FLAX,NORLIN,5,634,0.622,1,27
1996,GLENELLA-LANSDOWNE,FLAX,SOMME (FP 855),9,713,0.443,1,27
1996,GLENELLA-LANSDOWNE,FLAX,947 (LINOLA 947),5,560,0.563,1,27
1996,GLENELLA-LANSDOWNE,OATS,DUMONT,7,833,0.611,1,27
1996,GLENELLA-LANSDOWNE,OATS,RIEL,4,623,1.19,1,27
1996,GLENELLA-LANSDOWNE,OATS,ROBERT,49,5619,0.934,1,27
1996,GLENELLA-LANSDOWNE,POLISH CANOLA,HYSYN 110,6,1084,0.447,1,27
1996,GLENELLA-LANSDOWNE,RED SPRING WHEAT,AC CORA (BW 152),8,856,1.049,1,27
1996,GLENELLA-LANSDOWNE,RED SPRING WHEAT,AC DOMAIN (BW 148),28,5180,1.079,1,27
1996,GLENELLA-LANSDOWNE,RED SPRING WHEAT,CDC TEAL (BW 616),42,10418,0.969,1,27
